date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:37:06	20018/20018	---MCZ	200	added ('OK')	text/css	etag:W/%224e32-63ca517bad36a%22	https://stemphone.org/wp-content/et-cache/10/et-divi-dynamic-10.css?ver=1755529625	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/et-cache/10/et-divi-dynamic-108711.css	(from https://stemphone.org/)
12:37:06	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215601-610e184693358%22	https://stemphone.org/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-includes/js/jquery/jquery.minf43b.js	(from https://stemphone.org/)
12:37:07	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%223509-610e18469008b%22	https://stemphone.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://stemphone.org/)
12:37:07	61259/61259	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ef4b-63f7ab0976223%22	https://stemphone.org/wp-content/plugins/advanced-scrollbar/assets/js/jquery.nicescroll.min.js?ver=1.1.8	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/plugins/advanced-scrollbar/assets/js/jquery.nicescroll.minda20.js	(from https://stemphone.org/)
12:37:07	67646/67646	---MCZ	200	added ('OK')	application/javascript	etag:W/%221083e-6402fbef9e42b%22	https://stemphone.org/wp-content/plugins/cleantalk-spam-protect/js/apbct-public-bundle.min.js?ver=6.65_1759423671	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/plugins/cleantalk-spam-protect/js/apbct-public-bundle.minc479.js	(from https://stemphone.org/)
12:37:08	376/376	---M--	200	added ('OK')	application/javascript	etag:%2268c92e2e-178%22	https://fd.cleantalk.org/ct-bot-detector-wrapper.js?ver=6.65	C:/My%20Web%20Sites/stemphone/fd.cleantalk.org/ct-bot-detector-wrapper1286.js	(from https://stemphone.org/)
12:37:08	10002/10002	---MCZ	200	added ('OK')	application/javascript	etag:W/%222712-6401ba53f8691%22	https://stemphone.org/wp-content/plugins/popups-for-divi/scripts/ie-compat.min.js?ver=3.2.2	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/plugins/popups-for-divi/scripts/ie-compat.minee9a.js	(from https://stemphone.org/)
12:37:09	248255/248255	---MCZ	200	added ('OK')	application/json	date:Sat,%2004%20Oct%202025%2017:37:09%20GMT	https://stemphone.org/wp-json/wp/v2/pages/10	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-json/wp/v2/pages/10.json	(from https://stemphone.org/)
12:37:13	786/786	---MC-	200	added ('OK')	text/xml	date:Sat,%2004%20Oct%202025%2017:37:13%20GMT	https://stemphone.org/xmlrpc.php?rsd	C:/My%20Web%20Sites/stemphone/stemphone.org/xmlrpc0db0.php	(from https://stemphone.org/)
12:37:13	217336/217336	---MCZ	200	added ('OK')	application/json	date:Sat,%2004%20Oct%202025%2017:37:13%20GMT	https://stemphone.org/wp-json/	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-json/index.html	(from https://stemphone.org/)
12:37:16	2091/2091	---MCZ	200	added ('OK')	application/json	date:Sat,%2004%20Oct%202025%2017:37:16%20GMT	https://stemphone.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstemphone.org%2F	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-json/oembed/1.0/embede28a.json	(from https://stemphone.org/)
12:37:18	2250/2250	---MCZ	200	added ('OK')	text/xml	date:Sat,%2004%20Oct%202025%2017:37:18%20GMT	https://stemphone.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fstemphone.org%2F&format=xml	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-json/oembed/1.0/embed16cc	(from https://stemphone.org/)
12:37:18	21453/21453	---MCZ	200	added ('OK')	text/css	etag:W/%2253cd-63ca517e90f43%22	https://stemphone.org/wp-content/et-cache/10/et-core-unified-deferred-10.min.css?ver=1755529628	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/et-cache/10/et-core-unified-deferred-10.min058a.css	(from https://stemphone.org/)
12:37:18	10580/10580	---M--	200	added ('OK')	image/webp	etag:%222954-610e1a2cca263%22	https://stemphone.org/wp-content/uploads/2024/02/wifi-battery-symbols.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/wifi-battery-symbols.webp	(from https://stemphone.org/)
12:37:19	83080/83080	---M--	200	added ('OK')	image/webp	etag:%2214488-610e19e88651c%22	https://stemphone.org/wp-content/uploads/2024/02/STEM-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/STEM-Icon.webp	(from https://stemphone.org/)
12:37:19	31152/31152	---M--	200	added ('OK')	image/webp	etag:%2279b0-610f9c229aff4%22	https://stemphone.org/wp-content/uploads/2024/02/IEEE-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/IEEE-Icon.webp	(from https://stemphone.org/)
12:37:19	89308/89308	---M--	200	added ('OK')	image/webp	etag:%2215cdc-610e19e2c23b7%22	https://stemphone.org/wp-content/uploads/2024/02/Nasa-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Nasa-Icon.webp	(from https://stemphone.org/)
12:37:19	28456/28456	---M--	200	added ('OK')	image/webp	etag:%226f28-610e1a0dce41b%22	https://stemphone.org/wp-content/uploads/2024/02/Music-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Music-Icon.webp	(from https://stemphone.org/)
12:37:20	34500/34500	---M--	200	added ('OK')	image/webp	etag:%2286c4-610e1a16ebc17%22	https://stemphone.org/wp-content/uploads/2024/02/Photos-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Photos-Icon.webp	(from https://stemphone.org/)
12:37:20	22054/22054	---M--	200	added ('OK')	image/webp	etag:%225626-610e19ef62e5d%22	https://stemphone.org/wp-content/uploads/2024/02/Youtube-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Youtube-Icon.webp	(from https://stemphone.org/)
12:37:20	57342/57342	---M--	200	added ('OK')	image/webp	etag:%22dffe-610e19e5337b3%22	https://stemphone.org/wp-content/uploads/2024/02/Quiz-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Quiz-Icon.webp	(from https://stemphone.org/)
12:37:20	37606/37606	---M--	200	added ('OK')	image/webp	etag:%2292e6-610f9c946d300%22	https://stemphone.org/wp-content/uploads/2024/02/Robots-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Robots-Icon.webp	(from https://stemphone.org/)
12:37:21	29582/29582	---M--	200	added ('OK')	image/webp	etag:%22738e-610e19dfa4641%22	https://stemphone.org/wp-content/uploads/2024/02/Morse-Code-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Morse-Code-Icon.webp	(from https://stemphone.org/)
12:37:21	24850/24850	---M--	200	added ('OK')	image/webp	etag:%226112-610e19d76cdd5%22	https://stemphone.org/wp-content/uploads/2024/02/Calculator-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Calculator-Icon.webp	(from https://stemphone.org/)
12:37:21	55013/55013	---M--	200	added ('OK')	image/png	etag:%22d6e5-62f7bc25a24ba%22	https://stemphone.org/wp-content/uploads/2025/03/data-icon.png	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/03/data-icon.png	(from https://stemphone.org/)
12:37:22	193786/193786	---M--	200	added ('OK')	image/webp	etag:%222f4fa-610e19dcbe35a%22	https://stemphone.org/wp-content/uploads/2024/02/Games-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Games-Icon.webp	(from https://stemphone.org/)
12:37:22	66008/66008	---M--	200	added ('OK')	image/webp	etag:%22101d8-610e1a3086eee%22	https://stemphone.org/wp-content/uploads/2024/02/Donate-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Donate-Icon.webp	(from https://stemphone.org/)
12:37:22	8430/8430	---M--	200	added ('OK')	image/webp	etag:%2220ee-6194a6457104e%22	https://stemphone.org/wp-content/uploads/2024/05/Flashlight-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/05/Flashlight-Icon.webp	(from https://stemphone.org/)
12:37:22	57483/57483	---M--	200	added ('OK')	image/png	etag:%22e08b-63368fa278a88%22	https://stemphone.org/wp-content/uploads/2025/04/UTSA-app.png	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/04/UTSA-app.png	(from https://stemphone.org/)
12:37:22	29650/29650	---M--	200	added ('OK')	image/webp	etag:%2273d2-610e1a1424900%22	https://stemphone.org/wp-content/uploads/2024/02/Phone-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Phone-Icon.webp	(from https://stemphone.org/)
12:37:22	25094/25094	---M--	200	added ('OK')	image/webp	etag:%226206-610e19fd81295%22	https://stemphone.org/wp-content/uploads/2024/02/Facetime-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Facetime-Icon.webp	(from https://stemphone.org/)
12:37:23	26384/26384	---M--	200	added ('OK')	image/webp	etag:%226710-610e1a0b24db4%22	https://stemphone.org/wp-content/uploads/2024/02/Messages-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Messages-Icon.webp	(from https://stemphone.org/)
12:37:23	44062/44062	---M--	200	added ('OK')	image/webp	etag:%22ac1e-610e1a085fa37%22	https://stemphone.org/wp-content/uploads/2024/02/Mail-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Mail-Icon.webp	(from https://stemphone.org/)
12:37:23	79760/79760	---M--	200	added ('OK')	image/png	etag:%2213790-6341df4900dd4%22	https://stemphone.org/wp-content/uploads/2025/05/Intern-RD-Logo-Black-scaled.png	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/Intern-RD-Logo-Black-scaled.png	(from https://stemphone.org/)
12:37:23	247218/247218	---M--	200	added ('OK')	image/png	etag:%223c5b2-6341df6b91b1a%22	https://stemphone.org/wp-content/uploads/2025/05/NSF-Logo-scaled.png	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/NSF-Logo-scaled.png	(from https://stemphone.org/)
12:37:24	67605/67605	---M--	200	added ('OK')	image/png	etag:%2210815-6336964a6a91c%22	https://stemphone.org/wp-content/uploads/2025/04/Rowdy_2color_onBlue-scaled.png	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/04/Rowdy_2color_onBlue-scaled.png	(from https://stemphone.org/)
12:37:24	701841/701841	---M--	200	added ('OK')	image/png	etag:%22ab591-63368f7c0a7c4%22	https://stemphone.org/wp-content/uploads/2025/04/Sandra.png	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/04/Sandra.png	(from https://stemphone.org/)
12:37:25	1168121/1168121	---M--	200	added ('OK')	image/png	etag:%2211d2f9-63389a5a08616%22	https://stemphone.org/wp-content/uploads/2025/04/Monse.png	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/04/Monse.png	(from https://stemphone.org/)
12:37:25	55479/55479	---M--	200	added ('OK')	image/png	etag:%22d8b7-63390a7d251ed%22	https://stemphone.org/wp-content/uploads/2025/04/Allo.png	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/04/Allo.png	(from https://stemphone.org/)
12:37:26	1967227/1967227	---M--	200	added ('OK')	image/png	etag:%221e047b-6339108d1d9e3%22	https://stemphone.org/wp-content/uploads/2025/04/Ernesto.png	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/04/Ernesto.png	(from https://stemphone.org/)
12:37:26	292196/292196	---M--	200	added ('OK')	image/png	etag:%2247564-63390a8c1d6e4%22	https://stemphone.org/wp-content/uploads/2025/04/Votion.png	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/04/Votion.png	(from https://stemphone.org/)
12:37:26	14192/14192	---M--	200	added ('OK')	image/webp	etag:%223770-611977fb5d9fe%22	https://stemphone.org/wp-content/uploads/2024/02/ernest-franke.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/ernest-franke.webp	(from https://stemphone.org/)
12:37:27	234483/234483	---M--	200	added ('OK')	image/png	etag:%22393f3-633cd5df0a4a7%22	https://stemphone.org/wp-content/uploads/2025/04/1.png	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/04/1.png	(from https://stemphone.org/)
12:37:27	95151/95151	---M--	200	added ('OK')	image/png	etag:%22173af-633cd614a8953%22	https://stemphone.org/wp-content/uploads/2025/04/2.png	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/04/2.png	(from https://stemphone.org/)
12:37:27	4545859/4545859	---M--	200	added ('OK')	image/png	etag:%22455d43-63368f145d04a%22	https://stemphone.org/wp-content/uploads/2025/04/khanh.png	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/04/khanh.png	(from https://stemphone.org/)
12:37:28	43394/43394	---M--	200	added ('OK')	image/jpeg	etag:%22a982-633cd8828e284%22	https://stemphone.org/wp-content/uploads/2025/04/4.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/04/4.jpg	(from https://stemphone.org/)
12:37:28	4868232/4868232	---M--	200	added ('OK')	image/png	etag:%224a4888-63368f51d8172%22	https://stemphone.org/wp-content/uploads/2025/04/michael.png	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/04/michael.png	(from https://stemphone.org/)
12:37:28	506647/506647	---M--	200	added ('OK')	image/jpeg	etag:%227bb17-633cd5f3cb8ea%22	https://stemphone.org/wp-content/uploads/2025/04/3-scaled.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/04/3-scaled.jpg	(from https://stemphone.org/)
12:37:28	20523/20523	---M--	200	added ('OK')	image/jpeg	etag:%22502b-633cd77ee5096%22	https://stemphone.org/wp-content/uploads/2025/04/6.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/04/6.jpg	(from https://stemphone.org/)
12:37:28	1344998/1344998	---M--	200	added ('OK')	image/png	etag:%221485e6-633cd74241cc7%22	https://stemphone.org/wp-content/uploads/2025/04/5.png	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/04/5.png	(from https://stemphone.org/)
12:37:29	660579/660579	---M--	200	added ('OK')	image/jpeg	etag:%22a1463-6341e1f6a6698%22	https://stemphone.org/wp-content/uploads/2025/05/IMG_0024-scaled.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/IMG_0024-scaled.jpg	(from https://stemphone.org/)
12:37:29	9233882/9233882	---M--	200	added ('OK')	image/png	etag:%228ce5da-6339d856cb1fa%22	https://stemphone.org/wp-content/uploads/2025/04/Clif.png	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/04/Clif.png	(from https://stemphone.org/)
12:37:29	733044/733044	---M--	200	added ('OK')	image/jpeg	etag:%22b2f74-6341e1d6738b7%22	https://stemphone.org/wp-content/uploads/2025/05/IMG_0023-scaled.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/IMG_0023-scaled.jpg	(from https://stemphone.org/)
12:37:29	639048/639048	---M--	200	added ('OK')	image/jpeg	etag:%229c048-6341e216a5a5a%22	https://stemphone.org/wp-content/uploads/2025/05/20250419_104159-scaled.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/20250419_104159-scaled.jpg	(from https://stemphone.org/)
12:37:29	359046/359046	---M--	200	added ('OK')	image/jpeg	etag:%2257a86-6341e244839a4%22	https://stemphone.org/wp-content/uploads/2025/05/20250419_105037-scaled.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/20250419_105037-scaled.jpg	(from https://stemphone.org/)
12:37:30	549000/549000	---M--	200	added ('OK')	image/jpeg	etag:%2286088-6341e285afd2b%22	https://stemphone.org/wp-content/uploads/2025/05/20250419_120900-scaled.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/20250419_120900-scaled.jpg	(from https://stemphone.org/)
12:37:30	655503/655503	---M--	200	added ('OK')	image/jpeg	etag:%22a008f-6341e29f5c93e%22	https://stemphone.org/wp-content/uploads/2025/05/IMG_0012-scaled.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/IMG_0012-scaled.jpg	(from https://stemphone.org/)
12:37:30	1053506/1053506	---M--	200	added ('OK')	image/jpeg	etag:%22101342-6341e269777c2%22	https://stemphone.org/wp-content/uploads/2025/05/20250419_105150-scaled.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/20250419_105150-scaled.jpg	(from https://stemphone.org/)
12:37:30	749882/749882	---M--	200	added ('OK')	image/jpeg	etag:%22b713a-6341e2c240812%22	https://stemphone.org/wp-content/uploads/2025/05/IMG_0014-scaled.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/IMG_0014-scaled.jpg	(from https://stemphone.org/)
12:37:30	725371/725371	---M--	200	added ('OK')	image/jpeg	etag:%22b117b-6341e2e132d38%22	https://stemphone.org/wp-content/uploads/2025/05/IMG_0016-scaled.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/IMG_0016-scaled.jpg	(from https://stemphone.org/)
12:37:31	884657/884657	---M--	200	added ('OK')	image/jpeg	etag:%22d7fb1-6341e30681a81%22	https://stemphone.org/wp-content/uploads/2025/05/IMG_0018-scaled.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/IMG_0018-scaled.jpg	(from https://stemphone.org/)
12:37:31	47756/47756	---M--	200	added ('OK')	image/webp	etag:%22ba8c-61132af7ae97a%22	https://stemphone.org/wp-content/uploads/2024/02/SAMSAT-PURPLE-ICON.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/SAMSAT-PURPLE-ICON.webp	(from https://stemphone.org/)
12:37:31	1331697/1331697	---M--	200	added ('OK')	image/jpeg	etag:%221451f1-6341e33348c9e%22	https://stemphone.org/wp-content/uploads/2025/05/IMG_0021-scaled.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/IMG_0021-scaled.jpg	(from https://stemphone.org/)
12:37:31	64362/64362	---M--	200	added ('OK')	image/webp	etag:%22fb6a-610f9b534ea24%22	https://stemphone.org/wp-content/uploads/2024/02/PORT-SA-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/PORT-SA-Icon.webp	(from https://stemphone.org/)
12:37:31	56894/56894	---M--	200	added ('OK')	image/webp	etag:%22de3e-610f8dd9818a5%22	https://stemphone.org/wp-content/uploads/2024/02/DSEC-Iconx2.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/DSEC-Iconx2.webp	(from https://stemphone.org/)
12:37:32	82064/82064	---M--	200	added ('OK')	image/webp	etag:%2214090-610e1a3f1f80f%22	https://stemphone.org/wp-content/uploads/2024/02/Aviation-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Aviation-Icon.webp	(from https://stemphone.org/)
12:37:32	56038/56038	---M--	200	added ('OK')	image/webp	etag:%22dae6-610f9d41b0a64%22	https://stemphone.org/wp-content/uploads/2024/02/Space-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Space-Icon.webp	(from https://stemphone.org/)
12:37:32	47284/47284	---M--	200	added ('OK')	image/webp	etag:%22b8b4-610e1a4d7ac89%22	https://stemphone.org/wp-content/uploads/2024/02/Operations-Center-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Operations-Center-Icon.webp	(from https://stemphone.org/)
12:37:32	38446/38446	---M--	200	added ('OK')	image/webp	etag:%22962e-610f9dfbeaf34%22	https://stemphone.org/wp-content/uploads/2024/02/VR-ICON.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/VR-ICON.webp	(from https://stemphone.org/)
12:37:32	59760/59760	---M--	200	added ('OK')	image/webp	etag:%22e970-610f9edabe282%22	https://stemphone.org/wp-content/uploads/2024/02/AI-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/AI-Icon.webp	(from https://stemphone.org/)
12:37:33	19536/19536	---M--	200	added ('OK')	image/webp	etag:%224c50-610f9f74ced65%22	https://stemphone.org/wp-content/uploads/2024/02/AV-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/AV-Icon.webp	(from https://stemphone.org/)
12:37:33	25866/25866	---M--	200	added ('OK')	image/webp	etag:%22650a-610f9ff0d3dbb%22	https://stemphone.org/wp-content/uploads/2024/02/Computer-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Computer-Icon.webp	(from https://stemphone.org/)
12:37:33	112056/112056	---M--	200	added ('OK')	image/webp	etag:%221b5b8-61132c7adef26%22	https://stemphone.org/wp-content/uploads/2024/02/IT-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/IT-Icon.webp	(from https://stemphone.org/)
12:37:35	36246/36246	---M--	200	added ('OK')	image/png	etag:%228d96-6151e3feb143d%22	https://stemphone.org/wp-content/uploads/2024/04/Samsat-small-logo.png	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/04/Samsat-small-logo.png	(from https://stemphone.org/)
12:37:35	37062/37062	---M--	200	added ('OK')	image/png	etag:%2290c6-61546d21ea9ab%22	https://stemphone.org/wp-content/uploads/2024/04/David-Monroe-Board.png	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/04/David-Monroe-Board.png	(from https://stemphone.org/)
12:37:35	15644/15644	---M--	200	added ('OK')	image/webp	etag:%223d1c-6154a5f365e55%22	https://stemphone.org/wp-content/uploads/2024/04/Dominic-Papagani-smallx3.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/04/Dominic-Papagani-smallx3.webp	(from https://stemphone.org/)
12:37:35	14500/14500	---M--	200	added ('OK')	image/webp	etag:%2238a4-6154a3dbbbc7b%22	https://stemphone.org/wp-content/uploads/2024/04/Allison-Levine-Board-small.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/04/Allison-Levine-Board-small.webp	(from https://stemphone.org/)
12:37:35	17382/17382	---M--	200	added ('OK')	image/webp	etag:%2243e6-6154a2c0849fa%22	https://stemphone.org/wp-content/uploads/2024/04/Philip-Nelson-icon-small.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/04/Philip-Nelson-icon-small.webp	(from https://stemphone.org/)
